number,name,runningOffice,party
70300,MATIAS GERALDO MUNIZ,STATE_REPRESENTATIVE,AVANTE
70313,GILMAR BORGES DE ALMEIDA,STATE_REPRESENTATIVE,AVANTE
70321,JOSÉ AMARO DA SILVA,STATE_REPRESENTATIVE,AVANTE
70333,MÁRIO COROCHEL NETO,STATE_REPRESENTATIVE,AVANTE
70345,ADRIANA SOUZA DOS SANTOS PEREIRA,STATE_REPRESENTATIVE,AVANTE
70369,PEDRO ADERSON FURTADO SOARES,STATE_REPRESENTATIVE,AVANTE
70400,JOÃO VANE CAVALCANTI REIS,STATE_REPRESENTATIVE,AVANTE
70440,JONEIDE GOMES LOPES,STATE_REPRESENTATIVE,AVANTE
70444,OZÉIAS BATISTA DOS SANTOS,STATE_REPRESENTATIVE,AVANTE
70456,LUZIA MARIA VIDICA CÂNDIDO,STATE_REPRESENTATIVE,AVANTE
70470,WALNEY ARAUJO DA SILVEIRA,STATE_REPRESENTATIVE,AVANTE
70500,DAVI AMORIM DE OLIVEIRA,STATE_REPRESENTATIVE,AVANTE
70555,RENATA APARECIDA MORAIS DE VASCONCELOS,STATE_REPRESENTATIVE,AVANTE
70567,ADONAI DOS SANTOS SOARES JÚNIOR,STATE_REPRESENTATIVE,AVANTE
70570,PAULO SÉRGIO SILVESTRE,STATE_REPRESENTATIVE,AVANTE
70600,ALEXANDRE CHICHURRA,STATE_REPRESENTATIVE,AVANTE
70666,TERESINHA GERALDO LISBÔA,STATE_REPRESENTATIVE,AVANTE
70677,ROGÉRIO MACIEL MONTEIRO JUNIOR,STATE_REPRESENTATIVE,AVANTE
70700,MORGANA SIQUEIRA,STATE_REPRESENTATIVE,AVANTE
70707,LUCINEIA DOS SANTOS,STATE_REPRESENTATIVE,AVANTE
70709,JORGE SAMPAIO DA SILVA,STATE_REPRESENTATIVE,AVANTE
70717,LUCIANA VEIGA DE PAULA,STATE_REPRESENTATIVE,AVANTE
70730,LAELSON DA PAZ DE OLIVEIRA,STATE_REPRESENTATIVE,AVANTE
70740,ALINE FELIPE SOARES CARVALHO,STATE_REPRESENTATIVE,AVANTE
70747,ROBERTO PAULIS,STATE_REPRESENTATIVE,AVANTE
70770,ANTONIO GILBERTO DA SILVA,STATE_REPRESENTATIVE,AVANTE
70775,ANTONIO CONSTANTINO OLIVEIRA,STATE_REPRESENTATIVE,AVANTE
70777,WALTER CAVEANHA,STATE_REPRESENTATIVE,AVANTE
70778,JOSENILDO JOSE DE OLIVEIRA,STATE_REPRESENTATIVE,AVANTE
70789,PAULO CALADO FARIAS,STATE_REPRESENTATIVE,AVANTE
70800,DONIZETE NATAL PONTES,STATE_REPRESENTATIVE,AVANTE
70840,LUIZ ANTONIO CIRINO,STATE_REPRESENTATIVE,AVANTE
70880,WILSON ALVES DA SILVA JUNIOR,STATE_REPRESENTATIVE,AVANTE
70888,OSWALDO LUIZ RODRIGUES DE OLIVEIRA,STATE_REPRESENTATIVE,AVANTE
70900,JORGE DURAN GONÇALEZ,STATE_REPRESENTATIVE,AVANTE
70920,MARCIO DE ANDRADE LYRA,STATE_REPRESENTATIVE,AVANTE
70930,NILSON DE OLIVEIRA VALIM,STATE_REPRESENTATIVE,AVANTE
70940,RICARDO DIAS,STATE_REPRESENTATIVE,AVANTE
70950,SERGIO WAGNER LOCATELLI,STATE_REPRESENTATIVE,AVANTE
70960,SILVIA DOS REIS,STATE_REPRESENTATIVE,AVANTE
70970,KARINA CRISTINA DE OLIVEIRA SILVA SOARES,STATE_REPRESENTATIVE,AVANTE
70977,JOSÉ LUIZ DE LIMA,STATE_REPRESENTATIVE,AVANTE
70987,EDNEI APARECIDO VALENCIO,STATE_REPRESENTATIVE,AVANTE
70988,ROBSON CRISTIANO DE SOUZA,STATE_REPRESENTATIVE,AVANTE
70990,ELAINE CRISTINA RODRIGUES,STATE_REPRESENTATIVE,AVANTE
70999,HANGELBRT PIRES SOARES,STATE_REPRESENTATIVE,AVANTE
77000,ÁTILA CESAR MONTEIRO JACOMUSSI,STATE_REPRESENTATIVE,SOLIDARIEDADE
77001,DAVID DOS REIS RODRIGUES SABACIANSKIS,STATE_REPRESENTATIVE,SOLIDARIEDADE
77002,VALDINEIA MEIRA MOTA,STATE_REPRESENTATIVE,SOLIDARIEDADE
77003,CRISTIANO ALEXANDRE DA SILVA,STATE_REPRESENTATIVE,SOLIDARIEDADE
77007,RICARDO DE SOUZA GENOVEZ,STATE_REPRESENTATIVE,SOLIDARIEDADE
77008,PAULO MACHADO DA SILVA,STATE_REPRESENTATIVE,SOLIDARIEDADE
77010,JONES DONIZETTE SOBRINHO,STATE_REPRESENTATIVE,SOLIDARIEDADE
77040,ADILSON DE SOUZA ROCHA,STATE_REPRESENTATIVE,SOLIDARIEDADE
77048,ADENILDES ALVES ROCHA,STATE_REPRESENTATIVE,SOLIDARIEDADE
77055,FABIANO RUEDA AMORIM,STATE_REPRESENTATIVE,SOLIDARIEDADE
77059,ELLEN CRISTINA DE MORAES,STATE_REPRESENTATIVE,SOLIDARIEDADE
77073,ALEXANDRA DOS SANTOS MOTA,STATE_REPRESENTATIVE,SOLIDARIEDADE
77077,VALDOMIRO NUNES DE QUEIROZ,STATE_REPRESENTATIVE,SOLIDARIEDADE
77088,CAIO ALEXANDRE RAMOS FORCEL,STATE_REPRESENTATIVE,SOLIDARIEDADE
77111,ELI CORREIA DE MELO,STATE_REPRESENTATIVE,SOLIDARIEDADE
77123,VANDERLEY CAVALCANTE DA SILVA,STATE_REPRESENTATIVE,SOLIDARIEDADE
77126,ALAN EDUARDO DE PAULA,STATE_REPRESENTATIVE,SOLIDARIEDADE
77134,MARIA GORETE DA SILVA,STATE_REPRESENTATIVE,SOLIDARIEDADE
77147,GEORGES HABIB JARROUGE,STATE_REPRESENTATIVE,SOLIDARIEDADE
77154,FLORISA BATISTA DE ALMEIDA,STATE_REPRESENTATIVE,SOLIDARIEDADE
77156,GERALDO NUNES REIS,STATE_REPRESENTATIVE,SOLIDARIEDADE
77177,EDSON MUNIS,STATE_REPRESENTATIVE,SOLIDARIEDADE
77190,CELIMAR GOMES DA SILVA,STATE_REPRESENTATIVE,SOLIDARIEDADE
77192,AGNALDO PISCOPO,STATE_REPRESENTATIVE,SOLIDARIEDADE
77200,MARISSOL APARECIDA DA SILVA BARROS,STATE_REPRESENTATIVE,SOLIDARIEDADE
77215,DEBORA MEIKO IKEJIRI,STATE_REPRESENTATIVE,SOLIDARIEDADE
77222,LUCIANO BATISTA,STATE_REPRESENTATIVE,SOLIDARIEDADE
77234,JOSE MARIA FELIX,STATE_REPRESENTATIVE,SOLIDARIEDADE
77241,MARIA DE LOURDES DO NASCIMENTO NUNES,STATE_REPRESENTATIVE,SOLIDARIEDADE
77250,BRIGIDA CAIRES DINARDI,STATE_REPRESENTATIVE,SOLIDARIEDADE
77300,GLACIMERE BRITTO DE OLIVEIRA PIMENTA,STATE_REPRESENTATIVE,SOLIDARIEDADE
77332,VALDIR SOARES DE ALBUQUERQUE,STATE_REPRESENTATIVE,SOLIDARIEDADE
77345,WILLIAM CLEMENTE CORREA,STATE_REPRESENTATIVE,SOLIDARIEDADE
77400,LUIZ CARLOS DE MORAES,STATE_REPRESENTATIVE,SOLIDARIEDADE
77444,EDSON NASCIMENTO DE OLIVEIRA,STATE_REPRESENTATIVE,SOLIDARIEDADE
77456,PAULO AURELIO BIANCHINI,STATE_REPRESENTATIVE,SOLIDARIEDADE
77458,ANDERSON MARTINS SALGADO,STATE_REPRESENTATIVE,SOLIDARIEDADE
77510,ANTONIO ALBERTO DOS REIS,STATE_REPRESENTATIVE,SOLIDARIEDADE
77513,JOSÉ ALVIM FILHO,STATE_REPRESENTATIVE,SOLIDARIEDADE
77550,BRUNO LUCIANO MEIRA MARTINS,STATE_REPRESENTATIVE,SOLIDARIEDADE
77555,MARCELO GOUVEIA NASCIMENTO,STATE_REPRESENTATIVE,SOLIDARIEDADE
77566,JAMIL AKIO ONO,STATE_REPRESENTATIVE,SOLIDARIEDADE
77567,LAERTE VANDERLEY CORNELIO,STATE_REPRESENTATIVE,SOLIDARIEDADE
77577,LUCIMARA SILVEIRA MANHA,STATE_REPRESENTATIVE,SOLIDARIEDADE
77600,VALDIR DE ALVARENGA,STATE_REPRESENTATIVE,SOLIDARIEDADE
77654,ROBSON ALEXANDRE DE OLIVEIRA,STATE_REPRESENTATIVE,SOLIDARIEDADE
77677,VALQUIRO MARTINS BOMFIM,STATE_REPRESENTATIVE,SOLIDARIEDADE
77678,ISRAEL SAMPAIO DE LACERDA FILHO,STATE_REPRESENTATIVE,SOLIDARIEDADE
77700,LUCAS DE OLIVEIRA,STATE_REPRESENTATIVE,SOLIDARIEDADE
77707,ALESSANDRA JULIO PAES,STATE_REPRESENTATIVE,SOLIDARIEDADE
77710,RENATA TEODORO DA FONSECA,STATE_REPRESENTATIVE,SOLIDARIEDADE
77715,LUIZ CARLOS MAGESTO,STATE_REPRESENTATIVE,SOLIDARIEDADE
77724,ANDREIA MARQUETE PASSOS,STATE_REPRESENTATIVE,SOLIDARIEDADE
77737,NEZINHO GONÇALVES NUNES,STATE_REPRESENTATIVE,SOLIDARIEDADE
77744,EDUARDO SILVA NICOLAU DE SOUZA,STATE_REPRESENTATIVE,SOLIDARIEDADE
77747,MAURA DA SILVA BUENO SANTOS,STATE_REPRESENTATIVE,SOLIDARIEDADE
77757,JORGE JERONIMO TEIXEIRA DOS SANTOS,STATE_REPRESENTATIVE,SOLIDARIEDADE
77770,REGINA DE MATOS COELHO NOGUEIRA,STATE_REPRESENTATIVE,SOLIDARIEDADE
77771,TELMA MARIA CARDIA,STATE_REPRESENTATIVE,SOLIDARIEDADE
77772,ANA IMACULADA VALERIO,STATE_REPRESENTATIVE,SOLIDARIEDADE
77773,MARCO ANTONIO DE PAULA,STATE_REPRESENTATIVE,SOLIDARIEDADE
77777,ALEXANDRE PEREIRA DA SILVA,STATE_REPRESENTATIVE,SOLIDARIEDADE
77787,SÉTIMA MARIA VIEIRA DE ARAUJO,STATE_REPRESENTATIVE,SOLIDARIEDADE
77788,HERY WALDIR KATTWINKEL JUNIOR,STATE_REPRESENTATIVE,SOLIDARIEDADE
77789,RUBENS DE SOUZA,STATE_REPRESENTATIVE,SOLIDARIEDADE
77800,ADENILTON FERREIRA DA SILVA,STATE_REPRESENTATIVE,SOLIDARIEDADE
77808,MICHELLE SCOASSADO,STATE_REPRESENTATIVE,SOLIDARIEDADE
77880,MARIA NILVA SEVERINO GONÇALVES,STATE_REPRESENTATIVE,SOLIDARIEDADE
77888,CARLOS AUGUSTO DOS SANTOS,STATE_REPRESENTATIVE,SOLIDARIEDADE
77890,THIAGO FERREIRA ZANI,STATE_REPRESENTATIVE,SOLIDARIEDADE
77970,RAIMUNDO LUSTOZA LUCAS,STATE_REPRESENTATIVE,SOLIDARIEDADE
77997,MOISES JULIANO MONTIEL,STATE_REPRESENTATIVE,SOLIDARIEDADE
77999,LUCIANO APARECIDO MORENO,STATE_REPRESENTATIVE,SOLIDARIEDADE
80000,LIGIA MENDES DA SILVA,STATE_REPRESENTATIVE,UP
80080,JOÃO GABRIEL COELHO,STATE_REPRESENTATIVE,UP
80123,AMANDA OLIVEIRA BISPO,STATE_REPRESENTATIVE,UP
90000,NEZIO ANTONIO MONTEIRO FILHO,STATE_REPRESENTATIVE,PROS
90001,IVAN APARECIDO DOS SANTOS,STATE_REPRESENTATIVE,PROS
90005,WELLISSON WESLEY CANDIDO PEIXOTO,STATE_REPRESENTATIVE,PROS
90007,ARJUNA DE HUR FRAGA DE ASSUNÇÃO,STATE_REPRESENTATIVE,PROS
90009,JOSE CARLOS RICARDO,STATE_REPRESENTATIVE,PROS
90011,LUIZ AUGUSTO ROMANI DE OLIVEIRA,STATE_REPRESENTATIVE,PROS
90013,ERISVALDO DE SOUSA AGUIAR,STATE_REPRESENTATIVE,PROS
90014,ÁKILA SEVERO DE AZEVEDO,STATE_REPRESENTATIVE,PROS
90020,EDUARDO JOAQUIM DE OLIVEIRA,STATE_REPRESENTATIVE,PROS
90022,CHRISTINA MASSIS DELLA TORRE LEMES,STATE_REPRESENTATIVE,PROS
90025,MICHEL CAETANO DE ALBUQUERQUE,STATE_REPRESENTATIVE,PROS
90033,MARIA DA GLORIA IBARRA DOS REIS,STATE_REPRESENTATIVE,PROS
90050,EDSON MORO JUNIOR,STATE_REPRESENTATIVE,PROS
90077,JANDILENE PEREIRA DE LIMA GALVÃO,STATE_REPRESENTATIVE,PROS
90086,WELLINGTON SANTOS DA SILVA DE JESUS,STATE_REPRESENTATIVE,PROS
90090,NESTOR FERREIRA DOS SANTOS,STATE_REPRESENTATIVE,PROS
90091,ELOÁ IZILDA OLIVEIRA,STATE_REPRESENTATIVE,PROS
90100,CARLOS ALBERTO DE ZAGOTTIS SAAD,STATE_REPRESENTATIVE,PROS
90111,ANILTON HERCULINO DOS SANTOS,STATE_REPRESENTATIVE,PROS
90123,ALEXANDRE EUGENIO BATISTA,STATE_REPRESENTATIVE,PROS
90160,MARJORIE HOSANA CAMARGO MONTEIRO,STATE_REPRESENTATIVE,PROS
90192,MARILUCI FELICIANO DE OLIVEIRA GUEDES,STATE_REPRESENTATIVE,PROS
90193,IVANISE MARIA DE SOUSA GIAMPAGLIA,STATE_REPRESENTATIVE,PROS
90198,LEANDRO CALDAS DE CASTRO,STATE_REPRESENTATIVE,PROS
90199,CARLOS AUGUSTO PEREIRA COSTA,STATE_REPRESENTATIVE,PROS
90200,OSVALDY MARTINS,STATE_REPRESENTATIVE,PROS
90202,ENZO LEONARDO SUZIN MOMENTI,STATE_REPRESENTATIVE,PROS
90222,IRANILDO DANTAS,STATE_REPRESENTATIVE,PROS
90258,CELSO RICARDO DE MOURA,STATE_REPRESENTATIVE,PROS
90300,ARLINDO DE OLIVEIRA CAMARGO,STATE_REPRESENTATIVE,PROS
90318,WAGNER IRINEU DA SILVA,STATE_REPRESENTATIVE,PROS
90321,JOSÉ IVANILDO MARINHO PINHEIRO,STATE_REPRESENTATIVE,PROS
90334,NEILTON LISBOA DOS SANTOS,STATE_REPRESENTATIVE,PROS
90353,MARCOS DE MATOS PALÁCIO,STATE_REPRESENTATIVE,PROS
90354,LUCAS MARCOLINO CORTEZ DOS SANTOS,STATE_REPRESENTATIVE,PROS
90454,GERALDO CARDOSO DE JESUS,STATE_REPRESENTATIVE,PROS
90478,AMARINILDA JOSÉ CUSTÓDIO,STATE_REPRESENTATIVE,PROS
90480,NEIVA ANTONIA MARTINS MARQUES,STATE_REPRESENTATIVE,PROS
90500,JOÃO BOSCO LOURENÇO,STATE_REPRESENTATIVE,PROS
90533,LUIS CARLOS MESSIAS,STATE_REPRESENTATIVE,PROS
90555,JEFFERSON DE JESUS NOGUEIRA,STATE_REPRESENTATIVE,PROS
90557,ANTONIO AGNALDO DOS SANTOS,STATE_REPRESENTATIVE,PROS
90567,PÂMELA ZÉLIA PAN TONIOLO,STATE_REPRESENTATIVE,PROS
90590,DEBORA CRISTINA DA MOTA,STATE_REPRESENTATIVE,PROS
90600,VICTOR GUATELLI CAVALCANTE,STATE_REPRESENTATIVE,PROS
90666,EBION PEREIRA DA COSTA,STATE_REPRESENTATIVE,PROS
90675,ANTONIO LUCIANO DO ROSARIO BARBOSA,STATE_REPRESENTATIVE,PROS
90700,MARCIA CRISTINA DOS SANTOS VENTURINI,STATE_REPRESENTATIVE,PROS
90707,RAPHAEL DIAS FERNANDES NETO,STATE_REPRESENTATIVE,PROS
90709,LILIAN DA COSTA FARIAS,STATE_REPRESENTATIVE,PROS
90722,PAULO JOSE GONÇALVES,STATE_REPRESENTATIVE,PROS
90789,ADÃO DA SILVA,STATE_REPRESENTATIVE,PROS
90800,GLORIAMAR JACINTHO,STATE_REPRESENTATIVE,PROS
90828,ANNE VITORIA DIAS MOTA,STATE_REPRESENTATIVE,PROS
90888,HAMILTON ALVES FERNANDES,STATE_REPRESENTATIVE,PROS
90889,WALMIR CHARLEAUX BLANCO ESTEVES,STATE_REPRESENTATIVE,PROS
90899,CHU NENG TE,STATE_REPRESENTATIVE,PROS
90900,AMANDA LIMA DIAS,STATE_REPRESENTATIVE,PROS
90901,VIVIANE DA SILVA FERNANDES DE LIMA,STATE_REPRESENTATIVE,PROS
90905,CAROLINA CASSACA NOEL,STATE_REPRESENTATIVE,PROS
90912,ELENICE MARIA DE OLIVEIRA,STATE_REPRESENTATIVE,PROS
90913,ANETE DÁLIA SEABRA SAMPAIO DE SOUZA,STATE_REPRESENTATIVE,PROS
90919,BENJAMIN NOEL,STATE_REPRESENTATIVE,PROS
90922,ALEX CANUTO DE SÁ CUNHA,STATE_REPRESENTATIVE,PROS
90988,PAULO CAINE DOS SANTOS SILVA,STATE_REPRESENTATIVE,PROS
90998,EDSON FERREIRA DE JESUS,STATE_REPRESENTATIVE,PROS
90999,RICARDO PELISSARO LOQUETE,STATE_REPRESENTATIVE,PROS
1000,CELSO UBIRAJARA RUSSOMANNO,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1001,DANIEL FERNANDO DE SOUZA CAMILO,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1002,HELIO ALVES RIBEIRO,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1003,VAGNER JOSE DOS SANTOS,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1004,CLAUDIA CASTALDELLI CORRÊA,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1005,RENATO TAROCO,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1006,RENATA SIMONETTI ALVES MARCHETTI,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1007,LEANDRO OSVALDO SANTOS MEIRELES DA FONSECA,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1008,GILBERTO BENTO,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1010,MARCOS ANTONIO PEREIRA,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1011,RICARDO IZAR JUNIOR,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1012,GLAUCIA BERENICE SANTOS DA SILVA,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1013,DOUGLAS MELO DE SOUSA,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1014,SIRLEI SIKORSKI,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1015,DANIEL MOTTA DE OLIVEIRA,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1016,CICERO DE AQUINO,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1017,EMERSON APARECIDO DOS SANTOS,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1018,GUILHERME PIAI SILVA FILIZZOLA,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1019,PAULO SERGIO DA ROCHA,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1020,LUIS CLAUDIO FERNANDES MIRANDA,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1021,FABIO ALVARENGA QUINTINO,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1022,MARIA DO PARTO MENDES ROSAS,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1023,HENRIQUE STEIN SCIASCIO,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1024,LUCIANA DA SILVA,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1025,CARLOS MINORU ISHIKO,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1026,ADILSON DA SILVA ROZA FILHO,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1027,PIERPAOLO PAGANO,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1028,DOMINGOS LUCIO FLEMING GALILEU DE VASCONCELOS,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1029,JONATHAN FABIO NASCIMENTO SOUZA,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1030,PAULO EDUARDO SEADE SERRA,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1032,DANUTTA DE FIGUEIREDO FALCÃO ROSSETO,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1033,JONATAN SANTOS DE OLIVEIRA,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1034,MARIA APARECIDA FIRMINO,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1035,CRISLAINE MARTINS PINHEIRO DA PAZ,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1037,TANIA MARA DA CRUZ TONET,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1038,EDGARD MARCOS GASPAR,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1040,GUALTER DE ALMEIDA AMADO,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1041,ANDRÉIA ALVES DO AMARAL,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1044,RITA DE CASSIA TRINCA PASSOS,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1045,FERNANDA DA SILVA ALVES,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1047,LEONICE LEONCIA DOS SANTOS,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1050,ARTHUR MARIO PINHEIRO MACHADO,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1051,CARLOS EDUARDO MARCHESI TROMBINI,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1052,FABIO SIQUEIRA DIAS,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1054,PAULO CESAR DA SILVA FERREIRA,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1055,MILTON VIEIRA PINTO,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1056,ROBERTO PIRES,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1060,IVANILDO DOS SANTOS,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1063,ESNAR DONIZETI RIBEIRO LUZ,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1064,BENEDITO APARECIDO DA SILVA,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1066,ELIAS BONFIM AGUIAR DE SOUZA,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1069,BARBARA HUYARA DE OLIVEIRA VICTORIANO KOGOS,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1070,DOUGLAS GARCIA BISPO DOS SANTOS,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1075,FILIPE MANSINHO DE LIMA,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1077,ADRIANO DA COSTA E SILVA,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1078,BENEDITO ROBERTO ALVES FERREIRA,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1079,VANIA DA PAIXÃO LANA ONWUDIWE,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1080,MAURREN HIGA MAGGI,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1082,ELAINE CRISTINA DO NASCIMENTO,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1084,RENATA BANHARA PEIXOTO MARCONDES,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1085,VINICIUS RAPOZO DE CARVALHO,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1087,ELIANE DE SOUSA ALVES MACHADO,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1088,DEBORA FARIAS CABRAL,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1089,NIVALDO DOS SANTOS,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1091,JARKSON VILAR DA SILVA,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1095,ADEMILSON DA CONCEIÇÃO CUNHA,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1096,MARCELO APARECIDO DA SILVA,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1097,FAUSTO ALVES RAMALHO,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1098,ELAINE APARECIDA PEREIRA GOMES,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1099,ROBERTO ALVES DE LUCENA,FEDERAL_REPRESENTATIVE,REPUBLICANOS
1100,MANOEL MAURICIO SILVA NEVES,FEDERAL_REPRESENTATIVE,PP
1101,SOLANGE DE CÁSSIA MORAES,FEDERAL_REPRESENTATIVE,PP
1102,SAMUEL DE OLIVEIRA BARBOSA,FEDERAL_REPRESENTATIVE,PP
1103,ROGERIA MARIA DE FREITAS,FEDERAL_REPRESENTATIVE,PP
1105,MARCELO MARQUES DE SOUZA,FEDERAL_REPRESENTATIVE,PP
1107,SAMUEL VITOR PEREIRA BERNARDI,FEDERAL_REPRESENTATIVE,PP
1108,JOSÉ MARIO YAMASHITA,FEDERAL_REPRESENTATIVE,PP
1109,JOSE RODRIGUES COSTA,FEDERAL_REPRESENTATIVE,PP
1110,ROGE BAUDICHON,FEDERAL_REPRESENTATIVE,PP
1111,BRUNO MARCELLO DE OLIVEIRA LIMA,FEDERAL_REPRESENTATIVE,PP
1112,ISRAEL NANTES SANTOS,FEDERAL_REPRESENTATIVE,PP
1113,MICHELLI CASSIANA DA PAIXÃO,FEDERAL_REPRESENTATIVE,PP
1114,DOMENICO ANTONIO DONINA RODRIGUES,FEDERAL_REPRESENTATIVE,PP
1115,JOSIANE DE OLIVEIRA,FEDERAL_REPRESENTATIVE,PP
1116,ANTONIO PEREIRA DOS SANTOS,FEDERAL_REPRESENTATIVE,PP
1117,THALIA SILVA DE FARIA,FEDERAL_REPRESENTATIVE,PP
1118,FLÁVIO MIGUEL AMORIM,FEDERAL_REPRESENTATIVE,PP
1119,GILMAR ROTTA,FEDERAL_REPRESENTATIVE,PP
1120,CAROLINA TAKAYAMA DOS SANTOS,FEDERAL_REPRESENTATIVE,PP
1121,JOSÉ ROBERTO APOLARI,FEDERAL_REPRESENTATIVE,PP
1122,CARLOS ALBERTO DA CUNHA,FEDERAL_REPRESENTATIVE,PP
1123,FAUSTO RUY PINATO,FEDERAL_REPRESENTATIVE,PP
1124,RICARDO JORGE MUTRAN,FEDERAL_REPRESENTATIVE,PP
1125,JOSÉ BARBOSA DA SILVA,FEDERAL_REPRESENTATIVE,PP
1126,CARINA BALBINO CARNEIRO,FEDERAL_REPRESENTATIVE,PP
1127,GERALDA MARIA DE LIMA,FEDERAL_REPRESENTATIVE,PP
1128,AIRTON DOS SANTOS,FEDERAL_REPRESENTATIVE,PP
1129,IGOR COIMBRA MANHANI,FEDERAL_REPRESENTATIVE,PP
1130,TIAGO RAMOS DE CAMPOS,FEDERAL_REPRESENTATIVE,PP
1131,SIMONE LOPES BETINI,FEDERAL_REPRESENTATIVE,PP
1132,CRISTINA APARECIDA DOS SANTOS FERNANDES,FEDERAL_REPRESENTATIVE,PP
1133,BIANCA COLEPICOLO,FEDERAL_REPRESENTATIVE,PP
1134,SINÉSIO LUIZ ANTONIO,FEDERAL_REPRESENTATIVE,PP
1135,LEONARDO ALEX DOS SANTOS,FEDERAL_REPRESENTATIVE,PP
1136,CLÁUDIA PEREIRA CALDAS,FEDERAL_REPRESENTATIVE,PP
1137,HOSANA DA SILVA PEREIRA,FEDERAL_REPRESENTATIVE,PP
1138,ANTONIO CARLOS DE SOUZA SANTANA,FEDERAL_REPRESENTATIVE,PP
1140,GUILHERME DE SOUZA,FEDERAL_REPRESENTATIVE,PP
1141,DIEGO ARAUJO AGIANI,FEDERAL_REPRESENTATIVE,PP
1142,JUSSARA MORO PRESTO,FEDERAL_REPRESENTATIVE,PP
1143,ELIZARDE DA SILVA SOUSA,FEDERAL_REPRESENTATIVE,PP
1144,FILIPE AUGUSTO FORNARI MONTANHOLI,FEDERAL_REPRESENTATIVE,PP
1145,ADRIANO GUIMARÃES SIMÕES,FEDERAL_REPRESENTATIVE,PP
1146,EDILENE OLIVEIRA ANDRADE,FEDERAL_REPRESENTATIVE,PP
1147,DAIANE CRISTINA MELO CORREA BARBOSA,FEDERAL_REPRESENTATIVE,PP
